name,price,mark,value,single_thread,single_thread_value,tdp,powerperf,testdate,socket,category
Intel Celeron 2970M @ 2.20GHz,NA,2312,NA,1289,NA,37,62,May 2014,FCPGA946,Laptop
Intel Celeron 2980U @ 1.60GHz,NA,1593,NA,932,NA,15,106,Sep 2014,FCBGA1168,Laptop
Intel Celeron 2981U @ 1.60GHz,NA,1576,NA,905,NA,15,105,Nov 2016,BGA1168,Laptop
Intel Celeron 3.06GHz,NA,285,NA,642,NA,NA,NA,Feb 2009,NA,Unknown
Intel Celeron 3.20GHz,NA,288,NA,658,NA,NA,NA,Mar 2009,NA,Unknown
Intel Celeron 3.33GHz,NA,333,NA,661,NA,NA,NA,Mar 2009,NA,Unknown
Intel Celeron 3205U @ 1.50GHz,$287.04*,1520,5.30,809,2.82,15,101,Apr 2015,FCBGA1168,Laptop
Intel Celeron 3215U @ 1.70GHz,NA,1660,NA,907,NA,15,110,Mar 2016,FCBGA1168,Laptop
Intel Celeron 3755U @ 1.70GHz,NA,1702,NA,953,NA,15,113,Jan 2015,FCBGA1168,Laptop
Intel Celeron 3765U @ 1.90GHz,NA,1990,NA,1069,NA,15,132,Jun 2016,FCBGA1168,Laptop
Intel Celeron 3855U @ 1.60GHz,NA,1651,NA,872,NA,15,110,Mar 2016,FCBGA1356,Laptop
Intel Celeron 3865U @ 1.80GHz,NA,1936,NA,1031,NA,15,129,Jun 2017,BGA1356,Laptop
Intel Celeron 3955U @ 2.00GHz,NA,1869,NA,1001,NA,15,124,Feb 2016,FCBGA1356,Laptop
Intel Celeron 3965U @ 2.20GHz,$107.00*,2411,22.54,1274,11.91,15,160,Dec 2017,FCBGA1356,Laptop
Intel Celeron 3965Y @ 1.50GHz,$107.00*,1619,15.14,786,7.35,6,269,Apr 2018,FCBGA1515,Laptop
Intel Celeron 420 @ 1.60GHz,$225.00,449,2.00,543,2.42,35,12,Feb 2009,LGA775,Desktop
Intel Celeron 430 @ 1.80GHz,$16.52,490,29.69,600,36.38,35,14,Feb 2009,LGA775,Desktop
Intel Celeron 440 @ 2.00GHz,$59.99,546,9.11,665,11.09,35,15,Mar 2009,LGA775,Desktop
Intel Celeron 450 @ 2.20GHz,$225.00,624,2.78,731,3.25,35,17,Mar 2009,LGA775,Desktop
Intel Celeron 530 @ 1.73GHz,$23.00*,468,20.37,573,24.93,27,17,Mar 2009,PGA478,Laptop
Intel Celeron 540 @ 1.86GHz,NA,518,NA,622,NA,30,17,Mar 2009,PGA478,Laptop
Intel Celeron 550 @ 2.00GHz,$64.95,515,7.94,625,9.63,31,16,Mar 2009,BGA479,Laptop
Intel Celeron 560 @ 2.13GHz,$79.95*,535,6.70,669,8.38,31,17,Jan 2009,PGA478,Laptop
Intel Celeron 570 @ 2.26GHz,NA,517,NA,666,NA,31,16,Jun 2009,PGA478,Laptop
Intel Celeron 600MHz,NA,147,NA,NA,NA,NA,NA,Jul 2009,NA,Unknown
Intel Celeron 723 @ 1.20GHz,NA,405,NA,465,NA,10,40,Nov 2009,BGA956,Laptop
Intel Celeron 743 @ 1.30GHz,NA,429,NA,486,NA,10,42,Oct 2009,BGA956,Laptop
Intel Celeron 807 @ 1.50GHz,NA,751,NA,695,NA,17,44,Dec 2014,BGA-1023,Laptop
Intel Celeron 807UE @ 1.00GHz,NA,369,NA,406,NA,10,36,Jan 2013,BGA-1023,Laptop
Intel Celeron 827E @ 1.40GHz,NA,613,NA,704,NA,17,36,May 2012,FCBGA1023,Laptop
Intel Celeron 847 @ 1.10GHz,$315.00*,937,2.98,541,1.72,17,55,Nov 2011,BGA1023,Laptop
Intel Celeron 847E @ 1.10GHz,NA,1030,NA,548,NA,17,60,Aug 2012,FCBGA1023,Laptop
Intel Celeron 857 @ 1.20GHz,NA,1146,NA,635,NA,17,67,Nov 2011,BGA1023,Laptop
Intel Celeron 867 @ 1.30GHz,$29.99,1173,39.12,655,21.85,17,69,Apr 2012,BGA1023,Laptop
Intel Celeron 877 @ 1.40GHz,NA,1289,NA,713,NA,17,75,Jun 2012,BGA1023,Laptop
Intel Celeron 887 @ 1.50GHz,NA,1274,NA,705,NA,17,74,Oct 2012,BGA1023,Laptop
Intel Celeron 900 @ 2.20GHz,$28.99,676,23.35,782,27.01,34.8,19,Aug 2009,PGA370,Desktop
Intel Celeron 925 @ 2.30GHz,NA,692,NA,750,NA,35,19,Dec 2010,NA,Laptop
Intel Celeron @ 1.30GHz,NA,965,NA,679,NA,NA,NA,Aug 2013,NA,Unknown
Intel Celeron B710 @ 1.60GHz,NA,186,NA,112,NA,35,5,Aug 2015,rPGA988B,Laptop
Intel Celeron B720 @ 1.70GHz,NA,814,NA,NA,NA,35,23,Jul 2012,NA,Laptop
Intel Celeron B800 @ 1.50GHz,NA,1272,NA,730,NA,35,36,Sep 2011,PGA988B,Laptop
Intel Celeron B810 @ 1.60GHz,NA,1411,NA,791,NA,35,40,Oct 2011,PGA988B,Laptop
Intel Celeron B815 @ 1.60GHz,NA,1361,NA,791,NA,35,38,Jan 2012,PGA988B,Laptop
Intel Celeron B820 @ 1.70GHz,$39.29*,1427,36.34,820,20.89,35,40,Jul 2012,PGA988B,Laptop
Intel Celeron B830 @ 1.80GHz,NA,1522,NA,866,NA,35,43,Jan 2012,rPGA988B,Laptop
Intel Celeron B840 @ 1.90GHz,NA,1719,NA,942,NA,35,49,Dec 2011,PGA988B,Laptop
Intel Celeron D 347 @ 3.06GHz,NA,270,NA,608,NA,86,3,Nov 2008,PLGA775,Desktop
Intel Celeron D 352 @ 3.20GHz,NA,302,NA,686,NA,86,3,Feb 2009,PLGA775,Desktop
Intel Celeron D 356 @ 3.33GHz,NA,315,NA,708,NA,86,3,Mar 2009,PLGA775,Desktop
Intel Celeron D 360 @ 3.46GHz,NA,334,NA,742,NA,65,5,Dec 2008,PLGA775,Desktop
Intel Celeron D 365 @ 3.60GHz,$89.95*,404,4.50,NA,NA,65,6,Dec 2009,LGA775,Desktop
Intel Celeron D 420 @ 1.60GHz,NA,481,NA,597,NA,35,13,Apr 2011,LGA775,Desktop
Intel Celeron D 430 @ 1.80GHz,NA,585,NA,NA,NA,35,16,Mar 2009,LGA775,Desktop
Intel Celeron E1200 @ 1.60GHz,$225.00,858,3.81,580,2.58,65,13,Dec 2008,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,$89.95,1048,11.66,694,7.72,65,16,Feb 2009,LGA775,Desktop
Intel Celeron E1500 @ 2.20GHz,$19.65,1172,59.67,804,40.96,65,18,May 2009,LGA775,Desktop
Intel Celeron E1600 @ 2.40GHz,NA,1255,NA,900,NA,65,19,Oct 2009,LGA775,Desktop
Intel Celeron E3200 @ 2.40GHz,$51.99*,1394,26.81,975,18.76,65,21,Aug 2009,LGA775,Desktop
Intel Celeron E3300 @ 2.50GHz,$11.19,1386,123.94,992,88.74,65,21,Sep 2009,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,$60.23,1437,23.87,1036,17.21,65,22,Mar 2010,LGA775,Desktop
Intel Celeron E3500 @ 2.70GHz,$62.01,1454,23.45,1056,17.04,65,22,Mar 2011,LGA775,Desktop
Intel Celeron G1101 @ 2.27GHz,$19.77,1667,84.34,910,46.04,73,22,Apr 2011,FCLGA1156,Desktop
Intel Celeron G1610 @ 2.60GHz,$200.00,2490,12.45,1396,6.98,55,45,Dec 2012,FCLGA1155,Desktop
Intel Celeron G1610T @ 2.30GHz,$40.04*,2303,57.53,1202,30.02,35,65,Nov 2013,LGA1155,Desktop
Intel Celeron G1620 @ 2.70GHz,$153.59*,2578,16.79,1443,9.40,55,46,Feb 2013,FCLGA1155,Desktop
Intel Celeron G1620T @ 2.40GHz,$42.00*,2353,56.03,1295,30.84,35,67,Mar 2014,LGA1155,Desktop
Intel Celeron G1630 @ 2.80GHz,$69.99,2493,35.63,1482,21.18,55,45,Oct 2013,FCLGA1155,Desktop
Intel Celeron G1820 @ 2.70GHz,$65.00,2752,42.35,1576,24.26,53,51,Jan 2014,FCLGA1150,Desktop
Intel Celeron G1820T @ 2.40GHz,$42.00*,2505,59.66,1389,33.08,35,71,Feb 2014,LGA1150,Desktop
Intel Celeron G1820TE @ 2.20GHz,NA,2132,NA,1203,NA,35,60,Oct 2014,LGA1150,Desktop
Intel Celeron G1830 @ 2.80GHz,$69.99,2544,36.35,1568,22.41,53,48,Feb 2014,LGA1150,Desktop
Intel Celeron G1840 @ 2.80GHz,$74.99,2862,38.18,1634,21.79,53,54,Jun 2014,FCLGA1150,Desktop
Intel Celeron G1840T @ 2.50GHz,NA,2605,NA,1443,NA,35,74,Apr 2015,LGA1150,Desktop
Intel Celeron G1850 @ 2.90GHz,$79.99,2905,36.32,1677,20.98,54,53,May 2014,FCLGA1150,Desktop
Intel Celeron G3900 @ 2.80GHz,$52.62,3161,60.09,1697,32.25,51,61,Feb 2016,FCLGA1151,Desktop
Intel Celeron G3900E @ 2.40GHz,NA,2679,NA,1404,NA,35,76,Apr 2017,FCBGA1440,Laptop
Intel Celeron G3900T @ 2.60GHz,NA,2919,NA,1516,NA,35,83,Apr 2016,NA,Desktop
Intel Celeron G3900TE @ 2.30GHz,$42.00*,2591,61.71,1351,32.17,35,74,Jul 2018,FCLGA1151,Laptop
Intel Celeron G3920 @ 2.90GHz,$59.98,3120,52.03,1603,26.74,51,61,Jun 2016,FCLGA1151,Desktop
Intel Celeron G3930 @ 2.90GHz,$51.17*,3031,59.24,1655,32.35,51,59,Feb 2017,FCLGA1151,Desktop
Intel Celeron G3930T @ 2.70GHz,$83.99,2766,32.94,1580,18.81,35,79,Nov 2018,FCLGA1151,Desktop
Intel Celeron G3950 @ 3.00GHz,$71.22*,3006,42.21,1558,21.89,51,58,Mar 2017,FCLGA1151,Desktop
Intel Celeron G440 @ 1.60GHz,$125.00,690,5.52,731,5.85,35,19,Feb 2012,LGA1155,Desktop
Intel Celeron G460 @ 1.80GHz,$11.19,1026,91.69,825,73.81,35,29,Feb 2012,LGA1155,Desktop
Intel Celeron G465 @ 1.90GHz,$29.99,1064,35.48,821,27.41,35,30,Jan 2012,LGA1155,Desktop
Intel Celeron G470 @ 2.00GHz,NA,1298,NA,1015,NA,35,37,Mar 2014,LGA1155,Desktop
Intel Celeron G4900 @ 3.10GHz,$59.50,3287,55.24,1786,30.02,54,60,Jun 2018,FCLGA1151,Desktop
Intel Celeron G4900T @ 2.90GHz,NA,2960,NA,1680,NA,35,84,Mar 2018,FCLGA1151,Desktop
Intel Celeron G4920 @ 3.20GHz,$93.90,3302,35.17,1828,19.47,54,61,Aug 2018,FCLGA1151,Desktop
Intel Celeron G530 @ 2.40GHz,$46.34,2138,46.14,1234,26.64,65,32,Sep 2011,LGA1155,Desktop
Intel Celeron G530T @ 2.00GHz,NA,1717,NA,1047,NA,35,49,Jan 2011,LGA1155,Desktop
Intel Celeron G540 @ 2.50GHz,$45.00,2202,48.95,1288,28.63,65,33,Oct 2011,LGA1155,Desktop
Intel Celeron G540T @ 2.10GHz,NA,2114,NA,1112,NA,35,60,Jul 2012,LGA1155,Desktop
Intel Celeron G550 @ 2.60GHz,$70.45,2286,32.45,1330,18.88,65,35,Jul 2012,LGA1155,Desktop
Intel Celeron G550T @ 2.20GHz,NA,2063,NA,1141,NA,35,58,Aug 2014,LGA1155,Desktop
Intel Celeron G555 @ 2.70GHz,$40.00,2422,60.57,1382,34.57,65,37,Jan 2012,LGA1155,Desktop
Intel Celeron J1750 @ 2.41GHz,NA,1037,NA,553,NA,10,103,Apr 2014,FCBGA1170,Desktop
Intel Celeron J1800 @ 2.41GHz,NA,1026,NA,552,NA,10,102,Feb 2014,FCBGA1170,Desktop
Intel Celeron J1850 @ 1.99GHz,NA,1614,NA,445,NA,10,161,Oct 2013,FCBGA1170,Desktop
Intel Celeron J1900 @ 1.99GHz,NA,1849,NA,535,NA,10,184,Jan 2014,FCBGA1170,Desktop
Intel Celeron J3060 @ 1.60GHz,NA,972,NA,544,NA,6,162,Aug 2016,BGA1170,Desktop
Intel Celeron J3160 @ 1.60GHz,NA,1791,NA,523,NA,6,298,May 2016,BGA1170,Desktop
Intel Celeron J3355 @ 2.00GHz,NA,1180,NA,819,NA,10,118,Feb 2017,FCBGA1296,"Desktop, Laptop"
Intel Celeron J3455 @ 1.50GHz,$379.99*,2134,5.62,774,2.04,10,213,Oct 2016,FCBGA1296,Desktop
Intel Celeron J4005 @ 2.00GHz,$140.51*,1569,11.17,1149,8.18,10,156,Feb 2018,FCBGA1090,Desktop
Intel Celeron J4105 @ 1.50GHz,$107.00*,2634,24.62,1071,10.02,10,263,Jan 2018,FCBGA1090,Desktop
Intel Celeron M 1.00GHz,$12.49,207,16.60,251,20.12,NA,NA,Feb 2009,NA,Laptop
Intel Celeron M 1.30GHz,NA,316,NA,422,NA,NA,NA,Mar 2009,NA,Laptop
Intel Celeron M 1.50GHz,NA,343,NA,451,NA,NA,NA,Mar 2009,NA,Laptop
Intel Celeron M 1.60GHz,NA,365,NA,486,NA,NA,NA,Mar 2009,NA,Laptop
Intel Celeron M 1.70GHz,NA,393,NA,532,NA,NA,NA,Mar 2009,NA,Laptop
Intel Celeron M 1200MHz,NA,275,NA,NA,NA,NA,NA,Aug 2009,NA,Unknown
Intel Celeron M 1300MHz,NA,303,NA,421,NA,NA,NA,Apr 2009,NA,Laptop
Intel Celeron M 1500MHz,NA,333,NA,456,NA,NA,NA,Mar 2009,NA,Laptop
Intel Celeron M 360 1.40GHz,NA,328,NA,427,NA,21,15,Dec 2008,"H-PBGA479, PPGA4",Laptop
Intel Celeron M 410 @ 1.46GHz,NA,315,NA,422,NA,27,11,Mar 2009,PPGA478,Laptop
Intel Celeron M 420 @ 1.60GHz,NA,339,NA,465,NA,27,12,Feb 2009,PPGA478,Laptop
Intel Celeron M 430 @ 1.73GHz,NA,367,NA,505,NA,27,13,Feb 2009,PPGA478,Laptop
Intel Celeron M 440 @ 1.86GHz,NA,397,NA,551,NA,27,14,Dec 2008,"PBGA479, PPGA478",Laptop
Intel Celeron M 443 @ 1.20GHz,NA,253,NA,328,NA,5.5,46,Mar 2009,PBGA479,Laptop
Intel Celeron M 450 @ 2.00GHz,NA,450,NA,641,NA,27,16,Nov 2009,PPGA478,Laptop
Intel Celeron M 520 @ 1.60GHz,NA,431,NA,537,NA,30,14,Nov 2008,PPGA478,Laptop
Intel Celeron M 530 @ 1.73GHz,NA,460,NA,566,NA,30,15,Mar 2009,"PBGA479, PPGA478",Laptop
Intel Celeron M 540 @ 1.86GHz,NA,542,NA,NA,NA,30,18,Dec 2009,μFCPGA-478,Laptop
Intel Celeron M 600MHz,NA,151,NA,NA,NA,7,21,Apr 2009,H-PBGA479,Laptop
Intel Celeron M 723 @ 1.20GHz,NA,457,NA,482,NA,10,45,Oct 2009,BGA956,Laptop
Intel Celeron M 900MHz,NA,204,NA,263,NA,NA,NA,Feb 2009,NA,Laptop
Intel Celeron M ULV 800MHz,NA,184,NA,NA,NA,7,26,Jan 2011,NA,Laptop
Intel Celeron N2805 @ 1.46GHz,NA,454,NA,290,NA,4.3,105,Nov 2013,FCBGA1170,Laptop
Intel Celeron N2806 @ 1.60GHz,NA,798,NA,408,NA,4.5,177,Feb 2014,FCBGA1170,Laptop
Intel Celeron N2807 @ 1.58GHz,NA,850,NA,443,NA,4.3,197,Jun 2014,FCBGA1170,Laptop
Intel Celeron N2808 @ 1.58GHz,NA,922,NA,490,NA,4.5,204,Mar 2015,FCBGA1170,Laptop
Intel Celeron N2810 @ 2.00GHz,$139.99*,781,5.58,411,2.94,7.5,104,Dec 2013,FCBGA1170,Laptop
Intel Celeron N2815 @ 1.86GHz,NA,856,NA,452,NA,7.5,114,Feb 2014,FCBGA1170,Laptop
Intel Celeron N2820 @ 2.13GHz,$209.99,930,4.43,507,2.41,7.5,124,Jan 2014,FCBGA1170,Laptop
Intel Celeron N2830 @ 2.16GHz,NA,953,NA,512,NA,7.5,127,Apr 2014,FCBGA1170,Laptop
Intel Celeron N2840 @ 2.16GHz,NA,1002,NA,551,NA,7,143,Oct 2014,FCBGA1170,Laptop
Intel Celeron N2910 @ 1.60GHz,NA,1203,NA,347,NA,7.5,160,Nov 2013,FCBGA1170,Laptop
Intel Celeron N2920 @ 1.86GHz,NA,1499,NA,433,NA,7.5,199,Jan 2014,FCBGA1170,Laptop
Intel Celeron N2930 @ 1.83GHz,NA,1629,NA,468,NA,7.5,217,Jun 2014,FCBGA1170,Laptop
Intel Celeron N2940 @ 1.83GHz,NA,1735,NA,501,NA,7.5,231,Sep 2014,FCBGA1170,Laptop
Intel Celeron N3000 @ 1.04GHz,NA,901,NA,479,NA,4,225,Aug 2015,FCBGA1170,Laptop
Intel Celeron N3010 @ 1.04GHz,NA,964,NA,514,NA,4,241,Nov 2016,FCBGA1170,Laptop
Intel Celeron N3050 @ 1.60GHz,$147.70,879,5.95,469,3.18,6,146,Jul 2015,FCBGA1170,Laptop
Intel Celeron N3060 @ 1.60GHz,NA,988,NA,540,NA,6,164,Apr 2016,NA,Laptop
Intel Celeron N3150 @ 1.60GHz,NA,1656,NA,472,NA,6,276,Jul 2015,FCBGA1170,Laptop
Intel Celeron N3160 @ 1.60GHz,$286.99*,1671,5.83,495,1.73,6,278,Jun 2016,FCBGA1170,Laptop
Intel Celeron N3350 @ 1.10GHz,NA,1105,NA,758,NA,6,184,Nov 2016,FCBGA1296,Laptop
Intel Celeron N3450 @ 1.10GHz,$163.93,1853,11.30,731,4.46,6,308,Dec 2016,FCBGA1296,Laptop
Intel Celeron N4000 @ 1.10GHz,$107.00*,1460,13.65,1087,10.17,6,243,Apr 2018,FCBGA1090,Laptop
Intel Celeron N4100 @ 1.10GHz,$107.00*,2306,21.55,992,9.28,6,384,May 2018,FCBGA1090,Laptop
Intel Celeron P4500 @ 1.87GHz,NA,1119,NA,699,NA,35,31,Aug 2010,PGA988A,Laptop
Intel Celeron P4505 @ 1.87GHz,NA,994,NA,762,NA,35,28,Mar 2010,BGA1288,Laptop
Intel Celeron P4600 @ 2.00GHz,NA,1340,NA,817,NA,35,38,Feb 2011,PGA988A,Laptop
Intel Celeron SU2300 @ 1.20GHz,NA,769,NA,480,NA,10,76,Oct 2009,BGA956,Laptop
Intel Celeron T1600 @ 1.66GHz,$19.99*,950,47.53,602,30.12,35,27,Jan 2009,NA,Laptop
Intel Celeron T1700 @ 1.83GHz,$59.95*,1058,17.65,NA,NA,35,30,Aug 2009,PPGA478,Laptop
Intel Celeron U1900 @ 1.99GHz,NA,1704,NA,459,NA,NA,NA,Sep 2015,NA,Unknown
Intel Celeron U3400 @ 1.07GHz,NA,721,NA,422,NA,18,40,Sep 2010,BGA1288,Laptop
Intel Celeron U3405 @ 1.07GHz,NA,684,NA,NA,NA,18,38,Jan 2011,BGA1288,Laptop
Intel Celeron U3600 @ 1.20GHz,NA,809,NA,480,NA,18,44,Feb 2011,BGA1288,Laptop
Intel Core 330 @ 1.60GHz,NA,643,NA,NA,NA,NA,NA,Dec 2010,NA,Unknown
Intel Core 860 @ 2.80GHz,$309.00*,4555,14.74,1093,3.54,NA,NA,Jan 2010,NA,Unknown
Intel Core Duo L2300 @ 1.50GHz,NA,719,NA,489,NA,15,47,Feb 2010,BGA479,Desktop
Intel Core Duo L2400 @ 1.66GHz,NA,711,NA,523,NA,15,47,May 2009,BGA479,Laptop
Intel Core Duo L2500 @ 1.83GHz,NA,747,NA,535,NA,15,49,Mar 2009,BGA479,Laptop
Intel Core Duo T2050 @ 1.60GHz,NA,693,NA,493,NA,31,22,Dec 2008,PGA478,Desktop
Intel Core Duo T2250 @ 1.73GHz,NA,757,NA,550,NA,31,24,Mar 2009,PGA478,Laptop
Intel Core Duo T2300 @ 1.66GHz,NA,728,NA,528,NA,31,23,Mar 2009,BGA479,Laptop
Intel Core Duo T2350 @ 1.86GHz,NA,761,NA,561,NA,31,24,Mar 2009,PGA478,Laptop
Intel Core Duo T2400 @ 1.83GHz,$16.00*,794,49.65,570,35.67,31,25,Mar 2009,BGA479,Laptop
Intel Core Duo T2450 @ 2.00GHz,NA,825,NA,614,NA,31,26,Mar 2009,PGA478,Laptop
Intel Core Duo T2500 @ 2.00GHz,$119.99*,868,7.24,625,5.21,31,28,Mar 2009,BGA479,Laptop
Intel Core Duo T2600 @ 2.16GHz,NA,943,NA,666,NA,31,30,Mar 2009,BGA479,Laptop
Intel Core Duo T2700 @ 2.33GHz,NA,1024,NA,724,NA,31,33,Feb 2009,BGA479,Laptop
Intel Core Duo U2400 @ 1.06GHz,NA,544,NA,339,NA,9,60,Mar 2009,BGA479,Laptop
Intel Core Duo U2500 @ 1.20GHz,NA,512,NA,381,NA,9,56,Feb 2009,BGA479,Laptop
Intel Core i3-2100 @ 3.10GHz,$131.29,3690,28.11,1585,12.08,65,56,Jan 2011,LGA1155,Desktop
Intel Core i3-2100T @ 2.50GHz,$59.99,2941,49.04,1259,21.00,35,84,Feb 2011,LGA1155,Desktop
Intel Core i3-2102 @ 3.10GHz,$58.00*,3736,64.41,1623,27.99,65,57,Mar 2016,FCLGA1155,Desktop
Intel Core i3-2105 @ 3.10GHz,$79.99,3706,46.34,1574,19.68,65,57,Jul 2011,LGA1155,Desktop
Intel Core i3-2120 @ 3.30GHz,$30.00,3926,130.87,1691,56.39,65,60,Feb 2011,LGA1155,Desktop
Intel Core i3-2120T @ 2.60GHz,$160.00,3162,19.77,1314,8.22,35,90,Sep 2011,LGA1155,Desktop
Intel Core i3-2125 @ 3.30GHz,$207.00,4028,19.46,1700,8.21,65,61,Sep 2011,LGA1155,Desktop
Intel Core i3-2130 @ 3.40GHz,$76.19,4065,53.36,1754,23.03,65,62,Sep 2011,LGA1155,Desktop
Intel Core i3-2140 @ 3.50GHz,NA,4325,NA,1544,NA,65,66,Feb 2013,NA,Unknown
Intel Core i3-2310E @ 2.10GHz,$225.00*,2839,12.62,1127,5.01,35,81,Aug 2012,FCBGA1023,Laptop
Intel Core i3-2310M @ 2.10GHz,$38.81*,2430,62.63,1008,25.98,35,69,Mar 2011,BGA1023,Laptop
Intel Core i3-2312M @ 2.10GHz,NA,2394,NA,1026,NA,35,68,Jul 2012,PGA988B,Laptop
Intel Core i3-2328M @ 2.20GHz,$92.97*,2532,27.24,1062,11.42,35,72,Aug 2012,PGA988,Laptop
Intel Core i3-2330E @ 2.20GHz,NA,3073,NA,1154,NA,35,87,Apr 2014,rPGA988,Desktop
Intel Core i3-2330M @ 2.20GHz,$170.20*,2524,14.83,1058,6.22,35,72,Aug 2011,BGA1023,Laptop
Intel Core i3-2332M @ 2.20GHz,NA,2382,NA,1039,NA,35,68,Mar 2014,rPGA988B,Laptop
Intel Core i3-2340UE @ 1.30GHz,NA,1719,NA,688,NA,17,101,Jun 2014,BGA-1023,Laptop
Intel Core i3-2348M @ 2.30GHz,NA,2613,NA,1104,NA,35,74,Jan 2013,rPGA988B,Laptop
Intel Core i3-2350M @ 2.30GHz,$36.81,2620,71.20,1094,29.74,35,74,Oct 2011,PGA988B,Laptop
Intel Core i3-2357M @ 1.30GHz,NA,1556,NA,628,NA,17,91,Jul 2011,NA,Laptop
Intel Core i3-2365M @ 1.40GHz,NA,1682,NA,679,NA,17,98,Jan 2012,BGA1023,Laptop
Intel Core i3-2367M @ 1.40GHz,NA,1705,NA,680,NA,17,100,Oct 2011,BGA1023,Laptop
Intel Core i3-2370M @ 2.40GHz,$39.81,2776,69.75,1162,29.20,35,79,Jun 2012,PGA988B,Laptop
Intel Core i3-2375M @ 1.50GHz,NA,1780,NA,717,NA,17,104,Jan 2013,BGA1023,Laptop
Intel Core i3-2377M @ 1.50GHz,NA,1827,NA,724,NA,17,107,Jul 2012,BGA1023,Laptop
Intel Core i3-3110M @ 2.40GHz,$139.95*,3076,21.98,1231,8.80,35,87,Jul 2012,BGA1023,Laptop
Intel Core i3-3120M @ 2.50GHz,$139.00,3218,23.15,1284,9.24,35,91,Jan 2012,PGA988,Laptop
Intel Core i3-3130M @ 2.60GHz,NA,3405,NA,1368,NA,35,97,Jan 2013,BGA1023,Laptop
Intel Core i3-3210 @ 3.20GHz,$138.00,4033,29.23,1708,12.38,55,73,Jan 2013,LGA1155,Desktop
Intel Core i3-3217U @ 1.80GHz,$229.99,2303,10.01,901,3.92,17,135,Jul 2012,BGA1023,Laptop
Intel Core i3-3217UE @ 1.60GHz,NA,2162,NA,702,NA,17,127,Jan 2014,BGA1023,Laptop
Intel Core i3-3220 @ 3.30GHz,$59.00,4238,71.83,1757,29.79,55,77,Aug 2012,LGA1155,Desktop
Intel Core i3-3220T @ 2.80GHz,$99.99,3701,37.02,1491,14.92,35,105,Sep 2012,LGA1155,Desktop
Intel Core i3-3225 @ 3.30GHz,$160.00,4339,27.12,1769,11.06,55,78,Sep 2012,LGA1155,Desktop
Intel Core i3-3227U @ 1.90GHz,NA,2471,NA,968,NA,17,145,Jan 2013,BGA1023,Laptop
Intel Core i3-3229Y @ 1.40GHz,NA,1693,NA,691,NA,13,130,Jan 2013,BGA1023,Desktop
Intel Core i3-3240 @ 3.40GHz,$329.95,4310,13.06,1805,5.47,55,78,Mar 2012,LGA1155,Desktop
Intel Core i3-3240T @ 2.90GHz,NA,3680,NA,1513,NA,35,105,Jan 2012,LGA1155,Desktop
Intel Core i3-3245 @ 3.40GHz,$79.99,4429,55.37,1830,22.88,55,80,Jan 2013,LGA1155,Desktop
Intel Core i3-3250 @ 3.50GHz,$94.99,4446,46.81,1854,19.52,55,80,Jan 2013,LGA1155,Desktop
Intel Core i3-3250T @ 3.00GHz,NA,3614,NA,1644,NA,35,103,Mar 2016,FCLGA1155,Desktop
Intel Core i3-330E @ 2.13GHz,NA,1935,NA,915,NA,35,55,Jul 2012,BGA1288,Laptop
Intel Core i3-330M @ 2.13GHz,$48.56*,1791,36.89,755,15.56,35,51,Jan 2010,BGA1288,Laptop
Intel Core i3-330UM @ 1.20GHz,NA,1075,NA,456,NA,18,59,Jun 2010,BGA1288,Laptop
Intel Core i3-350M @ 2.27GHz,$39.00*,1892,48.52,820,21.03,35,54,Jan 2010,BGA1288,Laptop
Intel Core i3-370M @ 2.40GHz,$39.96*,2016,50.46,917,22.96,35,57,Jul 2010,PGA988A,Laptop
Intel Core i3-380M @ 2.53GHz,$209.95*,2093,9.97,968,4.62,35,59,Nov 2010,PGA988A,Laptop
Intel Core i3-380UM @ 1.33GHz,NA,1168,NA,519,NA,18,64,Oct 2010,BGA1288,Laptop
Intel Core i3-390M @ 2.67GHz,$38.95*,2180,55.99,1003,25.76,35,62,Feb 2011,BGA1288,Laptop
Intel Core i3-4000M @ 2.40GHz,$199.95*,3246,16.24,1332,6.66,37,87,Sep 2013,FCPGA946,Laptop
Intel Core i3-4005U @ 1.70GHz,NA,2443,NA,941,NA,15,162,Mar 2014,FCBGA1168,Laptop
Intel Core i3-4010U @ 1.70GHz,$110.00*,2437,22.16,929,8.45,15,162,Jan 2013,BGA1168,Laptop
Intel Core i3-4010Y @ 1.30GHz,NA,1900,NA,695,NA,11.5,165,Dec 2013,BGA1168,Desktop
Intel Core i3-4012Y @ 1.50GHz,NA,2163,NA,817,NA,11.5,188,Jun 2014,FCBGA1168,Laptop
Intel Core i3-4020Y @ 1.50GHz,NA,2214,NA,835,NA,11.5,192,Jan 2014,BGA1168,Desktop
Intel Core i3-4025U @ 1.90GHz,NA,2782,NA,1077,NA,15,185,Aug 2014,FCBGA1168,Laptop
Intel Core i3-4030U @ 1.90GHz,NA,2709,NA,1043,NA,15,180,Jun 2014,FCBGA1168,Laptop
Intel Core i3-4030Y @ 1.60GHz,NA,2507,NA,903,NA,11.5,218,Nov 2014,FCBGA1168,Laptop
Intel Core i3-4100M @ 2.50GHz,$218.57*,3477,15.91,1366,6.25,37,93,Oct 2014,FCPGA946,Laptop
